Scientific Name,Common Name,Rarity Status
Aristida chaseae,Chase's threeawn,G1?
Aristida mohrii,Mohr's threeawn,G1
Aristida patula,tall threeawn,G3
Aristida portoricensis,pelos del diablo,G1
Aristida simpliciflora,southern threeawn,G3G4
Aristocapsa insignis,Indian Valley spinycape,G2
Armeria maritima ssp. interior,interior seapink,G5T1T2
Arnica chamissonis var. bernardina,Chamisso arnica,G5T2T3
Arnica frigida ssp. griscomii,snow arnica,G5T2
Arnica lanceolata,lanceleaf arnica,G3
Arnica lonchophylla ssp. arnoglossa,seep arnica,G5T3T4
Arnica louiseana,Lake Louise arnica,G3
Arnica spathulata,Klamath arnica,G3?
Arnica venosa,Shasta County arnica,G3
Arnoglossum album,Bay County Indian plantain,G1
Arnoglossum diversifolium,variableleaf Indian plantain,G2
Arnoglossum floridanum,Florida cacalia,G3
Arnoglossum sulcatum,Georgia Indian plantain,G3
Artemisia aleutica,Aleutian wormwood,G1
Artemisia arbuscula ssp. thermopola,little sagebrush,G5T3Q
Artemisia arctica ssp. beringensis,boreal sagebrush,G5T3?
Artemisia arctica ssp. comata,boreal sagebrush,G5T3T4
Artemisia australis,Oahu wormwood,G3
Artemisia biennis var. diffusa,biennial wormwood,G5T1Q
Artemisia campestris var. petiolata,field sagewort,G5T1?Q
Artemisia campestris var. wormskioldii,field sagewort,G5T1
Artemisia cana ssp. bolanderi,silver sagebrush,G5T3?
Artemisia glomerata var. subglabrata,Pacific alpine wormwood,G4TUQ
Artemisia kauaiensis,Kauai wormwood,G2
Artemisia ludoviciana ssp. estesii,white sagebrush,G5T3
Artemisia ludoviciana ssp. redolens,white sagebrush,G5T3T4
Artemisia mauiensis,Maui wormwood,G2
Artemisia nesiotica,island sagebrush,G3
Artemisia packardiae,Packard's wormwood,G3
Artemisia palmeri,San Diego sagewort,G3
Artemisia parryi,Parry's wormwood,G3G4
Artemisia pattersonii,Patterson's wormwood,G3G4
Artemisia porteri,Porter's wormwood,G2
Artemisia rupestris,sagebrush,G3?
Artemisia senjavinensis,arctic wormwood,G3
Artemisia tilesii ssp. gormanii,Tilesius' wormwood,G5T3T4
Artemisia tilesii ssp. unalaschcensis,Tilesius' wormwood,G5T3Q
Artemisia tridentata ssp. parishii,big sagebrush,G5T2T4
Artemisia tridentata ssp. spiciformis,big sagebrush,G5T3T4
Artemisia tridentata ssp. xericensis,big sagebrush,G5T1T3
Artemisia tripartita ssp. rupicola,Wyoming threetip sagebrush,G5T3
Asarum marmoratum,marbled wildginger,G3G4
Aschisma kansanum,Kansas aschisma moss,G1
Ascidiota blepharophylla,,G1?
Ascidiota blepharophylla ssp. alaskana,,G1?T1
Asclepias curtissii,Curtiss' milkweed,G3
Asclepias cutleri,Cutler's milkweed,G3
Asclepias hallii,Hall's milkweed,G3
Asclepias labriformis,Utah milkweed,G3
Asclepias meadii,Mead's milkweed,G2
Asclepias prostrata,prostrate milkweed,G1G2
Asclepias solanoana,serpentine milkweed,G3
Asclepias uncialis,wheel milkweed,G3G4
Asclepias uncialis ssp. ruthiae,Ruth's milkweed,G3G4T3?
Asclepias uncialis ssp. uncialis,wheel milkweed,G3G4T2T3
Asclepias vestita,woolly milkweed,G3G4
Asclepias viridula,southern milkweed,G2
Asclepias welshii,Welsh's milkweed,G1
Asimina obovata,bigflower pawpaw,G3
Asimina tetramera,fourpetal pawpaw,G1
Aspidotis carlotta-halliae,tufted lacefern,G3
Asplenium ×heteroresiliens,spleenwort,G2
Asplenium abscissum,cutleaf spleenwort,G3G4
Asplenium acuminatum,tapertip spleenwort,G3
Asplenium adulterinum,ladder spleenwort,G3?
Asplenium contiguum,forest spleenwort,G3
Asplenium contiguum var. contiguum,forest spleenwort,G3T3
Asplenium contiguum var. hirtulum,forest spleenwort,G3T2T3
Asplenium haleakalense,Haleakala spleenwort,G1
Asplenium hobdyi,Hobdy's spleenwort,G2
Asplenium kaulfussii,Kaulfuss' spleenwort,G2G3
Asplenium platyneuron var. bacculum-rubrum,ebony spleenwort,G5T2T4Q
Asplenium plenum,ruffled spleenwort,G1Q
Asplenium rhomboideum,diamond spleenwort,G1
Asplenium schizophyllum,fringed spleenwort,G1
Asplenium scolopendrium var. americanum,Hart's tonguefern,G4T3
Asplenium tutwilerae,Tutwiler's spleenwort,G1
Asplenium verecundum,limestone spleenwort,G1
Asplenium vespertinum,western spleenwort,G3?
Astelia argyrocoma,silverhair pineapplegrass,G2G3
Astelia menziesiana,pua'akuhinia,G3
Astelia waialealae,Kauai pa'iniu,G1
Asterella bolanderi,,G3G4
Asterella palmeri,,G2G4
Astilbe crenatiloba,Roan Mountain false goat's beard,GXQ
Astomum ludovicianum,astomum moss,G3G4
Astomum phascoides,astomum moss,G3G4
Astragalus accidens var. accidens,Rogue River milkvetch,G5T2T4
Astragalus accidens var. hendersonii,Henderson's milkvetch,G5T3
Astragalus accumbens,Zuni milkvetch,G3
Astragalus ackermanii,Ackerman's milkvetch,G2
Astragalus adanus,Boise milkvetch,G3G4
Astragalus aequalis,Clokey's milkvetch,G2
Astragalus agnicidus,Humboldt County milkvetch,G3
Astragalus albens,cushenbury milkvetch,G1
Astragalus albulus,cibola milkvetch,G3G4
Astragalus alpinus var. brunetianus,alpine milkvetch,G5T3
Astragalus altus,tall milkvetch,G2
Astragalus amblytropis,Challis milkvetch,G3
Astragalus amnis-amissi,Custer milkvetch,G3
Astragalus amphioxys var. modestus,Crescent milkvetch,G5T1T2
Astragalus amphioxys var. musimonum,Crescent milkvetch,G5T2
Astragalus ampullarius,gumbo milkvetch,G2
Astragalus anisus,Gunnison milkvetch,G2G3
Astragalus anserinus,Goose Creek milkvetch,G2
Astragalus anxius,troubled milkvetch,G1
Astragalus applegatei,Applegate's milkvetch,G1
Astragalus aquilonius,Lemhi milkvetch,G3
Astragalus argophyllus var. panguicensis,silverleaf milkvetch,G5T3T4
Astragalus argophyllus var. stocksii,silverleaf milkvetch,G5T2T3Q
Astragalus arrectus,Palouse milkvetch,G2G4
Astragalus atratus var. inseptus,Fairfield milkvetch,G4G5T3
Astragalus atratus var. mensanus,mourning milkvetch,G4G5T1
Astragalus atratus var. owyheensis,Owyhee milkvetch,G4G5T3
Astragalus austiniae,Austin's milkvetch,G2G3
Astragalus barrii,Barr's milkvetch,G3
Astragalus beathii,Beath's milkvetch,G1
Astragalus beatleyae,Beatley's milkvetch,G2
Astragalus beckwithii var. sulcatus,Beckwith's milkvetch,G5T3
Astragalus bernardinus,San Bernardino milkvetch,G2G3
Astragalus bibullatus,limestone glade milkvetch,G1
Astragalus bicristatus,twocrested milkvetch,G3
Astragalus bisulcatus var. nevadensis,Nevada milkvetch,G5T3?
Astragalus brandegeei,Brandegee's milkvetch,G3G4
Astragalus brauntonii,Braunton's milkvetch,G2
Astragalus breweri,Brewer's milkvetch,G3
Astragalus californicus,Klamath Basin milkvetch,G3
Astragalus callithrix,Callaway milkvetch,G3
Astragalus calycosus var. monophyllidius,Torrey's milkvetch,G5T2Q
Astragalus calycosus var. scaposus,Torrey's milkvetch,G5T3?
Astragalus camptopus,Bruneau milkvetch,G3
Astragalus caricinus,buckwheat milkvetch,G3G4
Astragalus castaneiformis,chestnut milkvetch,G3G4
Astragalus castetteri,Castetter's milkvetch,G3
Astragalus ceramicus var. apus,painted milkvetch,G4T3
Astragalus cerussatus,powdery milkvetch,G3G4
Astragalus chamaeleuce var. laccoliticus,cicada milkvetch,G5T2?
Astragalus chamaemeniscus,ground-crescent milkvetch,G2G3
Astragalus chloodes,grass milkvetch,G3
Astragalus chuskanus,San Juan milkvetch,G3
Astragalus cimae,cima milkvetch,G3
Astragalus cimae var. cimae,cima milkvetch,G3T2
Astragalus cimae var. sufflatus,cima milkvetch,G3T3
Astragalus clarianus,Napa milkvetch,G1
Astragalus clevelandii,Cleveland's milkvetch,G3?
Astragalus cobrensis var. maguirei,Maguire's milkvetch,G4T2
Astragalus collinus var. laurentii,Laurent's milkvetch,G5T1
Astragalus coltonii var. coltonii,Colton's milkvetch,G4T3
Astragalus coltonii var. moabensis,Moab milkvetch,G4T3?
Astragalus columbianus,Columbian milkvetch,G3
Astragalus conjunctus var. rickardii,Idaho milkvetch,G4T3
Astragalus consobrinus,Bicknell's milkvetch,G2G3
Astragalus convallarius var. finitimus,lesser rushy milkvetch,G5T3
Astragalus convallarius var. margaretiae,lesser rushy milkvetch,G5T2
Astragalus cottonii,Cotton's milkvetch,G2Q
Astragalus crassicarpus var. berlandieri,groundplum milkvetch,G5T3
Astragalus cremnophylax,sentry milkvetch,G1G2
Astragalus cremnophylax var. cremnophylax,sentry milkvetch,G1G2T1
Astragalus cremnophylax var. hevronii,sentry milkvetch,G1G2T1
Astragalus cremnophylax var. myriorrhaphis,sentry milkvetch,G1G2T1
Astragalus cronquistii,Cronquist's milkvetch,G2
Astragalus curtipes,Morro milkvetch,G2G3
Astragalus curvicarpus var. brachycodon,curvepod milkvetch,G5T3T4
Astragalus curvicarpus var. curvicarpus,curvepod milkvetch,G5T3T4
Astragalus cusickii var. packardiae,Packard's milkvetch,G5T1
Astragalus cusickii var. sterilis,barren milkvetch,G5T2
Astragalus cymboides,canoe milkvetch,G3
Astragalus deanei,Deane's milkvetch,G2
Astragalus debequaeus,Debeque milkvetch,G2
Astragalus desereticus,deseret milkvetch,G1
Astragalus desperatus var. conspectus,rimrock milkvetch,G5T3
Astragalus desperatus var. neeseae,Elizabeth's milkvetch,G5T1
Astragalus desperatus var. petrophilus,rimrock milkvetch,G5T3
Astragalus deterior,Cliff Palace milkvetch,G1G2
Astragalus detritalis,debris milkvetch,G3
Astragalus didymocarpus var. milesianus,dwarf white milkvetch,G5T2
Astragalus didymocarpus var. obispoensis,San Obispo milkvetch,G5T2T3
Astragalus diversifolius,meadow milkvetch,G2
Astragalus douglasii var. perstrictus,Jacumba milkvetch,G5T2
Astragalus drabelliformis,bastard draba milkvetch,G2G3
Astragalus duchesnensis,Duchesne milkvetch,G3
Astragalus eastwoodiae,Eastwood's milkvetch,G3
Astragalus emoryanus var. terlinguensis,Emory's milkvetch,G5T3?
Astragalus endopterus,sandbar milkvetch,GH
Astragalus ensiformis,pagumpa milkvetch,G3
Astragalus ensiformis var. ensiformis,pagumpa milkvetch,G3T2T3
Astragalus ensiformis var. gracilior,pagumpa milkvetch,G3T1T2Q
Astragalus episcopus,bishop's milkvetch,G3G4
Astragalus episcopus var. episcopus,bishop's milkvetch,G3G4T3T4
Astragalus episcopus var. lancearius,bishop's milkvetch,G3G4T2T3
Astragalus ertterae,Walker Pass milkvetch,G2
Astragalus eurylobus,Needle Mountain milkvetch,G2
Astragalus feensis,Santa Fe milkvetch,G3
Astragalus flexuosus var. diehlii,Diehl's milkvetch,G5T2T4
Astragalus funereus,Funeral Mountain milkvetch,G2
Astragalus geyeri var. triquetrus,Geyer's milkvetch,G4T2T3
Astragalus gilmanii,Gilman's milkvetch,G2
Astragalus gilviflorus var. purpureus,plains milkvetch,G5T2
Astragalus gypsodes,gypsum milkvetch,G2
Astragalus hamiltonii,Hamilton's milkvetch,G1
Astragalus harrisonii,Harrison's milkvetch,G2G3
Astragalus holmgreniorum,Paradox milkvetch,G1
Astragalus howellii,Howell's milkvetch,G3
Astragalus humillimus,Mancos milkvetch,G1
Astragalus humistratus var. crispulus,groundcover milkvetch,G4G5T3?
Astragalus humistratus var. tenerrimus,groundcover milkvetch,G4G5T3?
Astragalus hypoxylus,Huachuca Mountain milkvetch,G1
Astragalus insularis var. harwoodii,Harwood's milkvetch,G5T3
Astragalus inversus,Susanville milkvetch,G3
Astragalus inyoensis,Inyo milkvetch,G3
Astragalus iodopetalus,violet milkvetch,G2
Astragalus iselyi,Isely's milkvetch,G1
Astragalus jaegerianus,Lane Mountain milkvetch,G1
Astragalus jejunus,starveling milkvetch,G3
Astragalus jejunus var. articulatus,starveling milkvetch,G3T1
Astragalus jejunus var. jejunus,starveling milkvetch,G3T3
Astragalus johannis-howellii,Long Valley milkvetch,G2
Astragalus kentrophyta var. danaus,spiny milkvetch,G5T3
Astragalus kentrophyta var. douglasii,Douglas' spiny milkvetch,G5TX
Astragalus kentrophyta var. neomexicanus,New Mexico spiny milkvetch,G5T3
Astragalus kentrophyta var. ungulatus,spiny milkvetch,G5T3T4
Astragalus kerrii,Kerr's milkvetch,G2
Astragalus knightii,Knight's milkvetch,G2
Astragalus lackschewitzii,Lackschewitz's milkvetch,G2G3
Astragalus leibergii,Leiberg's milkvetch,G3
Astragalus lemmonii,Lemmon's milkvetch,G2
Astragalus lentiformis,lens pod milkvetch,G2
Astragalus lentiginosus var. albifolius,northern freckled milkvetch,G5T2?
Astragalus lentiginosus var. ambiguus,freckled milkvetch,G5T1Q
Astragalus lentiginosus var. antonius,freckled milkvetch,G5T2
Astragalus lentiginosus var. chartaceus,broadleaf milkvetch,G5T3T4Q
Astragalus lentiginosus var. coachellae,Coachella milkvetch,G5T2
Astragalus lentiginosus var. floribundus,freckled milkvetch,G5T3T4
Astragalus lentiginosus var. fremontii,Fremont's milkvetch,G5T3T4
Astragalus lentiginosus var. higginsii,Higgins' milkvetch,G5T1T3Q
Astragalus lentiginosus var. kennedyi,Kennedy's milkvetch,G5T3T4
Astragalus lentiginosus var. kernensis,Kern milkvetch,G5T2T3
Astragalus lentiginosus var. latus,freckled milkvetch,G5T2
Astragalus lentiginosus var. maricopae,Maricopa milkvetch,G5T3?
Astragalus lentiginosus var. micans,freckled milkvetch,G5T2Q
Astragalus lentiginosus var. oropedii,freckled milkvetch,G5T2T3
Astragalus lentiginosus var. piscinensis,Fish Slough milkvetch,G5T1
Astragalus lentiginosus var. pohlii,Pohil's milkvetch,G5T1
Astragalus lentiginosus var. scorpionis,scorpion milkvetch,G5T3?
Astragalus lentiginosus var. semotus,freckled milkvetch,G5T3?
Astragalus lentiginosus var. sesquimetralis,Sodaville milkvetch,G5T1
Astragalus lentiginosus var. sierrae,Sierra milkvetch,G5T2
Astragalus lentiginosus var. stramineus,freckled milkvetch,G5T2T3
Astragalus lentiginosus var. vitreus,freckled milkvetch,G5T3
Astragalus leucolobus,Bear Valley milkvetch,G2
Astragalus limnocharis,Cedar Breaks milkvetch,G2
Astragalus limnocharis var. limnocharis,Cedar Breaks milkvetch,G2T1
Astragalus limnocharis var. montii,Monti's milkvetch,G2T1
Astragalus linifolius,Grand Junction milkvetch,G3Q
Astragalus loanus,Glenwood milkvetch,G1
Astragalus lyallii,Lyall's milkvetch,G3?
Astragalus macrodon,Salinas milkvetch,G3
Astragalus magdalenae,satiny milkvetch,G3G4
Astragalus magdalenae var. peirsonii,Peirson's milkvetch,G3G4T2
Astragalus malacoides,Kaiparowits milkvetch,G3
Astragalus michauxii,sandhills milkvetch,G3
Astragalus microcymbus,skiff milkvetch,G1
Astragalus micromerius,Chaco milkvetch,G3
Astragalus miguelensis,San Miguel milkvetch,G3
Astragalus minthorniae var. minthorniae,Minthorn's milkvetch,G4T3T4
Astragalus misellus var. misellus,pauper milkvetch,G4T3T4
Astragalus misellus var. pauper,pauper milkvetch,G4T3
Astragalus miser var. crispatus,timber milkvetch,G5T3?
Astragalus miser var. tenuifolius,timber milkvetch,G5T3
Astragalus missouriensis var. amphibolus,Missouri milkvetch,G5T3T4
Astragalus missouriensis var. humistratus,Missouri milkvetch,G5T1
Astragalus moencoppensis,Moenkopi milkvetch,G3G4
Astragalus mohavensis,Mojave milkvetch,G3G4
Astragalus mohavensis var. hemigyrus,Mojave milkvetch,G3G4T2T3
Astragalus mohavensis var. mohavensis,Mojave milkvetch,G3G4T3T4
Astragalus mokiacensis,Mokiak milkvetch,G2G3Q
Astragalus mollissimus var. coryi,woolly locoweed,G5T3
Astragalus mollissimus var. marcidus,woolly locoweed,G5T2
Astragalus mollissimus var. mogollonicus,woolly locoweed,G5T3T4
Astragalus molybdenus,Leadville milkvetch,G3
Astragalus monoensis,Mono milkvetch,G2
Astragalus monumentalis var. monumentalis,Monument Valley milkvetch,G4T2T3
Astragalus mulfordiae,Mulford's milkvetch,G2
Astragalus musiniensis,Ferron's milkvetch,G3
Astragalus naturitensis,Naturita milkvetch,G2G3
Astragalus nelsonianus,Nelson's milkvetch,G3
Astragalus neomexicanus,New Mexico milkvetch,G3
Astragalus nevinii,San Clemente Island milkvetch,G3
Astragalus newberryi var. aquarii,Newberry's milkvetch,G5T1
Astragalus newberryi var. blyae,Newberry's milkvetch,G5T3T4
Astragalus newberryi var. escalantinus,Escalante milkvetch,G5T3?Q
Astragalus nidularius,birdnest milkvetch,G3?
Astragalus nutans,Providence Mountain milkvetch,G3
Astragalus nutriosensis,Apache milkvetch,G3?
Astragalus nuttallianus var. imperfectus,turkeypeas,G5T3T4
Astragalus nuttallii,Nuttall's milkvetch,G3
Astragalus nuttallii var. nuttallii,Nuttall's milkvetch,G3T3
Astragalus nuttallii var. virgatus,Nuttall's milkvetch,G3T1T2
Astragalus nyensis,Nye milkvetch,G3
Astragalus obcordatus,Florida milkvetch,G3G4
Astragalus oniciformis,Picabo milkvetch,G3
Astragalus oocarpus,Descanso milkvetch,G2
Astragalus oophorus var. clokeyanus,egg milkvetch,G4T2
Astragalus oophorus var. lavinii,Lavin's milkvetch,G4T2
Astragalus oophorus var. lonchocalyx,egg milkvetch,G4T2
Astragalus oophorus var. oophorus,egg milkvetch,G4T3T4
Astragalus osterhoutii,Kremmling milkvetch,G1
Astragalus pachypus var. jaegeri,Jaeger's milkvetch,G4T1
Astragalus panamintensis,Panamint milkvetch,G3G4
Astragalus pardalinus,panther milkvetch,G3?
Astragalus pauperculus,depauperate milkvetch,G3
Astragalus paysonii,Payson's milkvetch,G3
Astragalus peckii,Peck's milkvetch,G3
Astragalus perianus,Rydberg's milkvetch,G3
Astragalus phoenix,Ash Meadows milkvetch,G2
Astragalus pinonis,pinyon milkvetch,G2G3
Astragalus pinonis var. atwoodii,Duane's milkvetch,G2G3T1
Astragalus pinonis var. pinonis,pinyon milkvetch,G2G3T2T3
Astragalus piscator,Fisher milkvetch,G2G3
Astragalus porrectus,Lahontan milkvetch,G3?
Astragalus praelongus var. ellisiae,Ellis' stinking milkvetch,G4T3T4
Astragalus praelongus var. lonchopus,stinking milkvetch,G4T3?
Astragalus praelongus var. praelongus,stinking milkvetch,G4T3T4
Astragalus preussii var. cutleri,Cutler's milkvetch,G4T1T2
Astragalus preussii var. laxiflorus,Preuss' milkvetch,G4T2
Astragalus proimanthus,precocious milkvetch,G1
Astragalus pseudiodanthus,Tonopah milkvetch,G3Q
Astragalus pterocarpus,winged milkvetch,G3
Astragalus pulsiferae var. coronensis,Modoc Plateau milkvetch,G4T3
Astragalus pulsiferae var. pulsiferae,Ames' milkvetch,G4T2
Astragalus pulsiferae var. suksdorfii,Suksdorf's milkvetch,G4T2
Astragalus puniceus var. gertrudis,Trinidad milkvetch,G4T3?Q
Astragalus puniceus var. puniceus,Trinidad milkvetch,G4T3?Q
Astragalus purshii var. concinnus,woollypod milkvetch,G5T3T4
Astragalus purshii var. lagopinus,woollypod milkvetch,G5T2T4
Astragalus purshii var. ophiogenes,Snake River milkvetch,G5T3
Astragalus purshii var. pumilio,woollypod milkvetch,G5T3T4
Astragalus pycnostachyus,marsh milkvetch,G2
Astragalus pycnostachyus var. lanosissimus,marsh milkvetch,G2T1
Astragalus pycnostachyus var. pycnostachyus,marsh milkvetch,G2T2
Astragalus racemosus var. treleasei,Trelease's milkvetch,G5T2
Astragalus rafaelensis,San Rafael milkvetch,G2G3
Astragalus rattanii var. jepsonianus,Jepson's milkvetch,G4T3
Astragalus rattanii var. rattanii,Rattan's milkvetch,G4T3
Astragalus ravenii,Raven's milkvetch,G2Q
Astragalus recurvus,recurved milkvetch,G3G4
Astragalus reflexus,drooping milkvetch,G3
Astragalus remotus,Spring Mountain milkvetch,G2
Astragalus riparius,woodyroot milkvetch,G1G2
Astragalus ripleyi,Ripley's milkvetch,G3
Astragalus robbinsii var. alpiniformis,Robbins' milkvetch,G5T3
Astragalus robbinsii var. fernaldii,Fernald's milkvetch,G5T1
Astragalus robbinsii var. harringtonii,Harold's milkvetch,G5T3
Astragalus robbinsii var. jesupii,Jesup's milkvetch,G5T1
Astragalus robbinsii var. occidentalis,western milkvetch,G5T2T3
Astragalus robbinsii var. robbinsii,Robbins' milkvetch,G5TX
Astragalus rusbyi,Rusby's milkvetch,G3
Astragalus sabulosus,Cisco milkvetch,G1
Astragalus sabulosus var. sabulosus,Cisco milkvetch,G1T1
Astragalus sabulosus var. vehiculus,Cisco milkvetch,G1T1
Astragalus salmonis,Trout Creek milkvetch,G3G4
Astragalus saurinus,Dinosaur milkvetch,G3
Astragalus scaphoides,Bitterroot milkvetch,G3
Astragalus schmolliae,Schmoll's milkvetch,G1
